Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
26-August-2021,1390.35,1394.85,1365.70,1374.50,1377.802857201125749479,490340,17590,675591853.00,82037,16.73,29.15,-15.85
25-August-2021,1420.00,1425.95,1381.00,1390.35,1405.757799274486094316,587170,14746,825418807.00,99341,16.92,44.95,-29.65
24-August-2021,1377.20,1419.95,1376.70,1404.60,1399.218301799746643794,784666,20240,1097919028.00,93028,11.86,43.25,27.40
23-August-2021,1400.00,1409.00,1309.80,1358.60,1365.518908384439817464,1478286,48982,2018627485.00,211838,14.33,99.20,-41.40
20-August-2021,1459.20,1459.20,1363.05,1375.80,1410.545145855037305489,1150903,39766,1623400640.00,277801,24.14,96.15,-83.40
18-August-2021,1509.95,1519.00,1488.50,1499.85,1502.342585558909576529,451531,13950,678354250.00,62121,13.76,30.50,-10.10
17-August-2021,1519.40,1533.80,1492.10,1503.55,1514.640979272930571564,869298,23745,1316674374.00,126090,14.50,41.70,-15.85
16-August-2021,1485.00,1534.60,1472.80,1519.15,1503.788028364673702380,1184149,35750,1780709090.00,154730,13.07,61.80,34.15
13-August-2021,1414.00,1476.90,1392.50,1461.30,1433.136743226537955796,1270030,36649,1820126658.00,103145,8.12,84.40,47.30
12-August-2021,1435.00,1444.80,1416.65,1435.00,1430.727169137709375780,540595,16793,773443954.00,155308,28.73,28.15,0.00
11-August-2021,1390.00,1430.00,1384.10,1426.45,1407.663879917974944168,722706,20964,1017327132.00,134593,18.62,45.90,36.45
10-August-2021,1415.00,1418.30,1367.55,1373.50,1393.164836183449112389,377587,12125,526040931.00,64651,17.12,50.75,-41.50
9-August-2021,1438.95,1443.20,1405.15,1412.05,1424.012328728182386718,351780,10408,500939057.00,62236,17.69,38.05,-26.90
6-August-2021,1450.95,1457.00,1425.70,1428.75,1439.798248370689821887,413672,11898,595604221.00,55364,13.38,31.30,-22.20
5-August-2021,1418.40,1450.00,1387.50,1446.40,1414.916792405002172758,662752,17404,937738934.00,132819,20.04,62.50,28.00
4-August-2021,1420.00,1448.30,1405.05,1416.00,1427.138172727146986818,578392,15905,825445302.00,86193,14.90,43.25,-4.00
3-August-2021,1413.70,1420.50,1390.60,1407.10,1405.130261152597122815,406161,11198,570709112.00,42644,10.50,29.90,-6.60
2-August-2021,1448.90,1448.90,1405.90,1409.95,1417.988228630365128881,591435,15345,838647868.00,165791,28.03,43.00,-38.95
30-July-2021,1459.00,1472.95,1428.00,1433.75,1451.764422118831191261,752698,29018,1092740177.00,151982,20.19,44.95,-25.25
29-July-2021,1374.70,1481.25,1368.00,1459.00,1435.919147252888971006,1612858,55251,2315933684.00,310218,19.23,113.25,84.30
28-July-2021,1333.80,1370.00,1306.35,1365.15,1337.674037493343861505,602827,15923,806386027.00,66198,10.98,63.65,31.35
27-July-2021,1312.10,1335.00,1308.25,1330.50,1322.365127299576905196,511942,18620,676974248.00,143091,27.95,26.75,18.40
26-July-2021,1285.20,1307.85,1278.25,1298.10,1293.433308297759827101,521924,16879,675073886.00,180160,34.52,29.60,12.90
23-July-2021,1279.50,1295.45,1274.20,1281.90,1283.834924108181639191,446952,11119,573812587.00,118783,26.58,21.25,2.40
22-July-2021,1246.00,1277.95,1246.00,1272.95,1266.427167497724595033,358178,9125,453606350.00,57574,16.07,31.95,26.95
20-July-2021,1270.50,1272.35,1225.10,1232.70,1241.328536174103697294,406838,11486,505019619.00,80195,19.71,47.25,-37.80
19-July-2021,1265.05,1290.85,1255.55,1266.30,1274.477788102800238554,648909,10545,827020107.00,357079,55.03,35.30,1.25
16-July-2021,1264.90,1281.15,1258.60,1278.30,1270.300387028451924285,525026,17928,666940731.00,173944,33.13,22.55,13.40
15-July-2021,1249.00,1266.00,1237.90,1256.10,1254.669885168513151493,583812,15952,732491335.00,119979,20.55,28.10,7.10
14-July-2021,1233.95,1247.40,1219.05,1244.60,1235.016808291173436809,508975,14954,628592680.00,163282,32.08,28.35,10.65
13-July-2021,1238.00,1243.55,1223.70,1228.85,1233.293729977657725816,338372,10421,417312066.00,59648,17.63,19.85,-9.15
12-July-2021,1250.00,1258.40,1218.00,1226.85,1241.349834510483970039,1123334,28970,1394450475.00,386370,34.39,40.40,-23.15
9-July-2021,1192.00,1243.20,1188.05,1239.20,1219.857134377073740782,1128697,35034,1376849088.00,284915,25.24,55.15,47.20
8-July-2021,1224.95,1229.80,1181.20,1189.75,1207.041822776565820364,601873,14859,726485883.00,79310,13.18,48.60,-35.20
7-July-2021,1166.75,1225.00,1158.85,1217.80,1197.417139195043959491,748985,20197,896847476.00,112991,15.09,66.15,51.05
6-July-2021,1157.50,1178.00,1150.10,1166.75,1165.148101192877312280,381766,9408,444813930.00,57257,15.00,27.90,9.25
5-July-2021,1150.00,1161.10,1136.10,1156.80,1148.457197937738995884,473073,11265,543304092.00,78478,16.59,25.00,6.80
2-July-2021,1165.00,1166.50,1130.50,1135.95,1145.869906119974073222,382616,10128,438428160.00,105980,27.70,36.00,-29.05
1-July-2021,1170.05,1176.55,1156.90,1163.35,1166.601919653664858090,351105,10332,409599767.00,66928,19.06,19.65,-6.70
30-June-2021,1179.50,1190.95,1162.50,1166.85,1180.272142209812134126,326616,8916,385495766.00,44078,13.50,28.45,-12.65
29-June-2021,1186.00,1195.00,1165.50,1172.45,1177.493062756646895350,675052,18471,794869047.00,197679,29.28,29.50,-13.55
28-June-2021,1174.95,1189.20,1163.20,1184.05,1179.142174615704639279,749944,14773,884290599.00,112782,15.04,26.00,9.10
25-June-2021,1134.00,1169.50,1129.05,1165.00,1157.337452794591375014,1603365,48177,1855634365.00,717851,44.77,40.45,31.00
24-June-2021,1104.00,1120.50,1098.80,1113.25,1111.777202465212837078,369461,8048,410758317.00,113555,30.74,21.70,9.25
23-June-2021,1120.00,1127.75,1095.35,1099.80,1114.634399900289126423,569647,17115,634948142.00,205596,36.09,32.40,-20.20
22-June-2021,1118.00,1130.70,1107.15,1113.55,1118.368330414155990555,544674,13779,609146152.00,204809,37.60,23.55,-4.45
21-June-2021,1075.00,1109.05,1064.45,1105.50,1091.571343605403150884,664131,18060,724946368.00,174831,26.32,44.60,30.50
18-June-2021,1105.65,1109.60,1050.50,1091.30,1073.995876002856302768,1190350,32487,1278430991.00,264547,22.22,59.10,-14.35
17-June-2021,1119.95,1133.75,1096.00,1103.65,1115.438970937536288492,947270,30252,1056621874.00,235759,24.89,37.75,-16.30
16-June-2021,1170.00,1184.50,1131.45,1142.15,1152.501938917008261207,985086,31180,1135313525.00,185203,18.80,53.05,-27.85
15-June-2021,1170.00,1186.40,1160.60,1174.45,1176.876236441126879546,577666,20604,679841388.00,192185,33.27,25.80,4.45
14-June-2021,1165.20,1178.55,1140.00,1164.85,1165.695995302671809995,977577,31664,1139557594.00,298382,30.52,38.55,-0.35
11-June-2021,1125.00,1164.80,1113.05,1159.05,1138.376081360442920168,1262530,35829,1437233954.00,569857,45.14,51.75,34.05
10-June-2021,1112.00,1125.50,1103.00,1114.55,1115.431557957837444663,398695,7950,444716985.00,118121,29.63,22.50,2.55
9-June-2021,1115.00,1127.95,1094.40,1100.90,1109.881992241869986750,418142,10404,464088276.00,57696,13.80,33.55,-14.10
8-June-2021,1133.00,1134.00,1100.05,1110.50,1110.171385661060353707,519355,11958,576573060.00,123101,23.70,33.95,-22.50
7-June-2021,1129.95,1150.00,1125.70,1128.30,1135.681074934181376618,661287,14466,751011131.00,282703,42.75,24.30,-1.65
4-June-2021,1119.00,1128.90,1107.25,1119.90,1116.538669921323146025,343303,8515,383311075.00,44869,13.07,21.65,0.90
3-June-2021,1128.00,1139.40,1113.30,1121.70,1126.091752490393765282,415095,10174,467435056.00,55707,13.42,26.10,-6.30
2-June-2021,1107.95,1129.00,1105.00,1123.55,1116.508406357903953565,566476,12407,632475216.00,91059,16.07,24.00,15.60
1-June-2021,1128.00,1128.00,1085.50,1100.30,1097.871446991312562634,939978,21087,1031975007.00,258553,27.51,42.50,-27.70
31-May-2021,1105.20,1129.85,1099.45,1125.65,1116.033833124579717742,930922,23996,1038940448.00,240686,25.85,30.40,20.45
28-May-2021,1127.10,1143.80,1097.55,1103.75,1124.118519922634073697,881008,19057,990357409.00,182953,20.77,46.25,-23.35
27-May-2021,1082.00,1109.65,1075.00,1096.60,1091.712363269417491160,1100979,18406,1201952386.00,150291,13.65,34.65,14.60
26-May-2021,1093.90,1093.90,1073.00,1081.85,1082.831143935585926110,757971,15262,820754605.00,76229,10.06,20.90,-12.05
25-May-2021,1104.00,1125.95,1099.95,1104.90,1111.676866292552532351,790846,16163,879165203.00,81537,10.31,26.00,0.90
24-May-2021,1112.90,1112.90,1081.00,1091.85,1093.172232299247928124,931161,23596,1017919349.00,295413,31.73,31.90,-21.05
21-May-2021,1114.00,1123.55,1106.00,1112.50,1114.832460192478807830,610249,13226,680325394.00,122101,20.01,17.55,-1.50
20-May-2021,1139.90,1139.90,1098.95,1104.85,1113.993002057589892293,1591182,44062,1772565613.00,373655,23.48,40.95,-35.05
19-May-2021,1174.50,1189.60,1158.20,1164.30,1174.043633983651529709,718110,15796,843092474.00,225481,31.40,31.40,-10.20
18-May-2021,1172.00,1196.20,1157.05,1179.50,1180.899616170967866373,1140612,24041,1346948273.00,220829,19.36,39.15,7.50
