Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
15-April-2021,633.10,645.00,616.00,628.90,625.145974467243921296,2792413,19249,1745665746.00,1637802,58.65,29.00,-4.20
13-April-2021,607.90,633.00,604.20,630.40,618.491219759930513695,1053445,17162,651546483.00,209745,19.91,28.80,22.50
12-April-2021,610.00,621.85,597.55,604.20,608.301200970837158414,1192785,13014,725572548.00,86434,7.25,24.30,-5.80
9-April-2021,619.20,630.85,597.25,620.60,613.049635283356005292,1992917,30616,1221757040.00,218096,10.94,33.60,1.40
8-April-2021,573.00,638.90,563.30,614.30,600.430397074933835037,3287994,38446,1974211543.00,657982,20.01,75.60,41.30
7-April-2021,539.00,566.85,533.60,562.30,551.536555536569775904,632052,10101,348599783.00,100758,15.94,33.25,23.30
6-April-2021,523.80,541.00,520.50,537.15,532.412310086891138072,949579,15689,505567549.00,130175,13.71,20.50,13.35
5-April-2021,514.45,522.30,503.65,517.55,514.219512772599286788,1098132,13538,564680902.00,77859,7.09,18.65,3.10
1-April-2021,471.65,512.90,471.00,508.60,497.718064774724379275,1135165,14003,564992127.00,146692,12.92,41.90,36.95
31-March-2021,468.70,473.65,461.65,467.85,469.833928905850614215,395138,5307,185649239.00,70322,17.80,12.00,-0.85
30-March-2021,455.00,470.00,450.10,467.55,464.469277223674026701,569789,7231,264649485.00,68109,11.95,19.90,12.55
26-March-2021,441.55,452.30,436.40,444.95,444.859321955506220803,432420,5706,192366068.00,86478,20.00,15.90,3.40
25-March-2021,438.80,442.20,428.45,438.05,436.701005519364058178,345692,4740,150964044.00,60145,17.40,13.75,-0.75
24-March-2021,437.80,443.25,431.95,437.80,437.031636088778945921,218295,2415,95401821.00,24613,11.28,11.30,0.00
23-March-2021,443.35,447.30,439.50,441.75,443.270133840599033055,2692606,3006,1193551822.00,2539173,94.30,7.80,-1.60
22-March-2021,440.20,448.80,437.00,445.65,442.847975966851773915,292263,4546,129428078.00,82987,28.39,11.80,5.45
19-March-2021,415.10,446.20,410.00,440.65,431.017086431614580258,491267,7181,211744471.00,165420,33.67,36.20,25.55
18-March-2021,426.00,432.60,420.15,423.15,426.206300259484884795,358017,4770,152589101.00,87303,24.39,12.45,-2.85
17-March-2021,425.45,425.60,417.45,423.00,421.870651041756186770,290903,3382,122723438.00,175115,60.20,8.15,-2.45
16-March-2021,433.00,434.40,419.50,425.40,424.508511457193294042,1395237,9549,592289982.00,746085,53.47,14.90,-7.60
15-March-2021,421.50,431.55,414.90,429.65,422.287570657425032255,691364,7060,291954424.00,277193,40.09,16.65,8.15
12-March-2021,418.00,428.40,414.00,419.15,421.878231991217105059,1130379,11557,476882294.00,537215,47.53,14.40,1.15
10-March-2021,404.55,415.25,403.50,414.00,409.672285764063831690,212371,2275,87002513.00,23323,10.98,11.75,9.45
9-March-2021,408.65,414.65,396.70,401.25,405.396496768615267376,272948,3588,110652163.00,46540,17.05,17.95,-7.40
8-March-2021,411.00,415.40,406.55,408.05,411.426157408692851470,180079,2774,74089211.00,34097,18.93,8.85,-2.95
5-March-2021,414.15,414.35,402.50,406.50,407.915866374553181675,242828,4419,99053394.00,46315,19.07,11.85,-7.65
4-March-2021,419.00,421.40,410.95,414.15,415.755195791830678051,337629,4710,140371011.00,56267,16.67,10.45,-4.85
3-March-2021,415.00,435.00,414.95,427.95,429.823129058029939341,562003,9112,241561888.00,178396,31.74,20.05,12.95
2-March-2021,409.00,414.85,401.25,413.55,408.653309933401874177,152707,2054,62404221.00,27411,17.95,13.60,4.55
1-March-2021,402.00,408.15,393.50,404.85,402.094675802292044986,327655,4598,131748331.00,85374,26.06,14.65,2.85
26-February-2021,413.00,421.20,392.30,395.80,405.160892971458769242,465502,5534,188603206.00,81660,17.54,28.90,-17.20
25-February-2021,412.95,424.90,409.35,421.65,415.416579493063368931,809687,6203,336357404.00,512002,63.23,15.55,8.70
24-February-2021,415.80,426.40,371.40,410.95,407.682255470418545242,2256363,16257,919879157.00,892813,39.57,55.00,-4.85
23-February-2021,408.30,416.00,406.15,412.65,411.231186220287384850,227639,2746,93612256.00,24852,10.92,9.85,4.35
22-February-2021,395.00,413.65,395.00,406.10,407.256297187145052448,269406,3219,109717290.00,42589,15.81,18.65,11.10
19-February-2021,407.30,408.00,391.15,395.05,399.466534148077253429,203745,3084,81389309.00,34608,16.99,16.85,-12.25
18-February-2021,409.10,414.60,406.10,407.85,408.632171328313971314,469648,4138,191913282.00,231299,49.25,8.50,-1.25
17-February-2021,403.15,410.85,400.85,408.85,406.192141234948793760,280044,2825,113751672.00,112884,40.31,10.00,5.70
16-February-2021,402.60,421.50,402.60,407.65,414.064989054986996950,534490,6376,221313596.00,126740,23.71,18.90,5.05
15-February-2021,405.00,407.80,401.00,404.15,405.859158407506762596,712744,5309,289273680.00,506872,71.12,6.80,-0.85
12-February-2021,404.75,410.90,402.75,404.20,406.514677093724359345,587446,4536,238805421.00,409984,69.79,8.15,-0.55
11-February-2021,403.25,415.25,403.25,408.85,409.677599372840509857,172205,1934,70548531.00,29358,17.05,12.00,5.60
10-February-2021,407.00,413.85,400.00,410.70,407.515906846226637869,580159,6224,236424021.00,221465,38.17,13.85,3.70
9-February-2021,417.95,419.95,402.25,406.65,412.871355762580226353,258799,3459,106850694.00,45652,17.64,17.70,-11.30
8-February-2021,405.00,418.95,401.30,417.35,411.086640086359372753,438169,6988,180125422.00,187528,42.80,17.65,12.35
5-February-2021,402.00,406.45,389.10,402.25,399.874342974753914180,429017,6549,171552891.00,128135,29.87,17.35,0.25
4-February-2021,392.85,402.10,391.35,400.35,397.750207012460690676,1301854,9450,517812698.00,990987,76.12,10.75,7.50
3-February-2021,389.00,398.25,384.80,392.85,392.777841384905265361,305696,4641,120070615.00,105252,34.43,13.45,3.85
2-February-2021,382.15,391.70,376.85,389.00,384.754240336236335347,247445,3553,95205513.00,40393,16.32,14.85,6.85
1-February-2021,356.00,384.40,356.00,380.70,372.121301437088906142,341315,5581,127010582.00,73786,21.62,28.40,24.70
29-January-2021,380.20,382.00,364.25,368.00,371.694946203970298530,527920,6281,196225196.00,221809,42.02,17.75,-12.20
28-January-2021,368.55,380.65,368.55,376.35,374.044781293175594368,403874,5135,151066962.00,135582,33.57,12.10,7.80
27-January-2021,383.40,383.40,371.65,376.40,378.020825382214938374,356344,4478,134705453.00,115326,32.36,11.75,-7.00
25-January-2021,390.80,394.75,371.80,382.35,382.925624966254521894,703798,12988,269502289.00,124593,17.70,22.95,-8.45
22-January-2021,394.10,397.25,372.50,375.60,384.218973005812319215,330849,3990,127118463.00,36517,11.04,24.75,-18.50
21-January-2021,401.00,405.05,389.00,392.75,396.723304485962824851,313489,3730,124368392.00,26305,8.39,16.05,-8.25
20-January-2021,395.60,402.75,393.25,400.80,399.021998540381206934,211014,3723,84199228.00,80225,38.02,9.50,5.20
19-January-2021,382.55,397.80,382.55,395.60,390.151693814785283061,219475,3664,85628543.00,47266,21.54,15.25,13.05
18-January-2021,394.30,394.35,375.55,384.40,382.577596868061390027,912917,9226,349261592.00,603875,66.15,18.80,-9.90
15-January-2021,398.20,402.45,391.15,394.05,397.177260052332283329,337459,4965,134031041.00,68330,20.25,11.30,-4.15
14-January-2021,403.15,405.65,393.95,396.50,397.049163336833635632,219981,3334,87343272.00,48520,22.06,11.70,-6.65
13-January-2021,403.70,407.30,394.20,403.15,402.423114526984941885,264907,2878,106604700.00,31797,12.00,13.10,-0.55
12-January-2021,398.20,412.85,396.75,399.40,405.975163995737103745,302142,4540,122662148.00,75396,24.95,16.10,1.20
11-January-2021,406.20,406.20,392.80,399.15,397.367875998987451632,221224,3951,87907311.00,55794,25.22,13.40,-7.05
8-January-2021,408.10,410.65,398.45,403.10,405.343365012826307894,347333,3662,140789127.00,69585,20.03,12.20,-5.00
7-January-2021,402.70,412.95,402.70,404.95,408.766832101310092040,505537,5889,206646758.00,90337,17.87,10.25,2.25
6-January-2021,396.10,407.45,395.60,401.85,401.212885673025920069,394019,3799,158085500.00,44853,11.38,11.85,5.75
5-January-2021,400.00,401.00,391.75,395.10,396.081951111815588062,353296,4470,139934169.00,69347,19.63,9.25,-4.90
4-January-2021,391.00,405.00,391.00,403.10,398.271479731690101200,461854,3779,183943276.00,48488,10.50,14.00,12.10
1-January-2021,387.30,391.30,384.60,389.55,388.514140939923264962,185313,2275,71996721.00,61330,33.10,6.70,2.25
31-December-2020,386.55,393.75,383.45,387.30,388.119466162844451590,248765,3184,96550539.00,23305,9.37,10.30,0.75
30-December-2020,382.10,388.00,378.65,386.00,382.892578997981877531,147662,1567,56538684.00,17901,12.12,9.35,3.90
29-December-2020,389.95,389.95,378.40,381.45,382.799082282323959544,345858,2601,132394125.00,98857,28.58,11.55,-8.50
28-December-2020,368.10,388.75,368.10,386.40,379.673544372928753406,349729,4170,132782849.00,64050,18.31,20.65,18.30
24-December-2020,369.00,378.65,365.00,366.20,372.453853579077554221,331510,4744,123472177.00,110209,33.24,13.65,-2.80
23-December-2020,361.00,367.75,357.95,366.95,363.649751823719636008,106376,2140,38683606.00,30032,28.23,9.80,5.95
22-December-2020,352.25,365.05,346.25,362.65,357.049418098865196125,206908,2221,73876381.00,39016,18.86,18.80,10.40
21-December-2020,360.55,368.20,344.05,351.75,356.628488167748763088,517822,5679,184670077.00,220409,42.56,24.15,-8.80
18-December-2020,368.65,368.65,357.75,364.45,363.528124343437504190,223703,2719,81322332.00,35592,15.91,10.90,-4.20
17-December-2020,372.00,373.05,364.50,366.20,369.280274701201308295,196286,1709,72484548.00,19404,9.89,8.55,-5.80
16-December-2020,368.50,372.35,364.60,370.55,368.867986670381336806,463029,5079,170796575.00,149184,32.22,7.75,2.05
15-December-2020,357.15,366.95,353.75,365.95,360.878368491252606088,308892,2679,111472441.00,31015,10.04,13.20,8.80
14-December-2020,364.80,364.80,356.45,357.35,360.573028744249663369,235421,2931,84886463.00,49839,21.17,8.35,-7.45
11-December-2020,362.60,366.50,357.80,359.70,362.348878596615340400,180934,1911,65561232.00,21223,11.73,8.70,-2.90
10-December-2020,359.00,366.20,356.40,362.20,361.564430336908193392,428455,4708,154914088.00,65491,15.29,9.80,3.20
9-December-2020,368.75,368.75,359.20,361.85,362.380703378617321820,251671,2678,91200714.00,31517,12.52,9.55,-6.90
8-December-2020,365.55,367.30,357.55,362.45,361.992402561000796624,203358,2364,73614051.00,16510,8.12,9.75,-3.10
7-December-2020,370.00,373.00,362.50,364.95,366.695958804006942118,262744,4264,96347163.00,51485,19.60,10.50,-5.05
4-December-2020,373.75,376.10,363.20,370.40,370.276135341552898122,323537,5176,119798030.00,59711,18.46,12.90,-3.35
3-December-2020,370.00,374.20,367.80,371.05,370.358935114538692787,656634,4090,243190269.00,444327,67.67,6.40,1.05
2-December-2020,358.00,370.50,356.80,368.25,365.894302154513800135,352098,4283,128830652.00,44569,12.66,13.70,10.25
1-December-2020,353.55,358.95,352.00,358.00,355.738622930148249984,228398,3707,81249990.00,75945,33.25,6.95,4.45
27-November-2020,359.25,362.05,347.60,350.50,356.759498208993049224,323561,3715,115433460.00,46431,14.35,14.45,-8.75
26-November-2020,338.50,362.20,336.00,359.10,350.058834094033017399,417598,6671,146183869.00,143064,34.26,26.20,20.60
25-November-2020,344.20,345.80,337.25,338.35,342.825279000343048165,137007,1705,46969463.00,27246,19.89,8.55,-5.85
24-November-2020,339.90,342.10,334.25,340.80,338.729997232673296474,169839,2235,57529564.00,25120,14.79,7.85,0.90
23-November-2020,338.35,342.15,336.15,337.65,338.865112939532717534,103064,1327,34924794.00,15452,14.99,6.00,-0.70
20-November-2020,334.20,339.00,329.50,335.80,334.991002503377989127,190942,1930,63963852.00,27439,14.37,9.50,1.60
19-November-2020,337.40,346.20,329.05,331.15,340.562319487744626111,488194,4655,166260481.00,71564,14.66,17.15,-6.25
18-November-2020,340.50,346.10,340.00,342.80,342.840836598352421137,159264,1655,54602203.00,23590,14.81,6.10,2.30
17-November-2020,343.00,350.50,339.75,340.85,346.804162849648721461,590557,3145,204807626.00,339931,57.56,10.75,-2.15
14-November-2020,344.00,345.25,340.30,341.85,342.597975402081362346,52850,995,18106303.00,29564,55.94,4.95,-2.15
13-November-2020,337.00,344.00,334.50,343.20,337.861573308785440195,606162,3195,204798847.00,471574,77.80,9.50,6.20
12-November-2020,344.75,344.75,335.15,338.00,339.345760396134382845,229821,2054,77988782.00,82185,35.76,9.60,-6.75
11-November-2020,334.95,344.60,332.15,342.65,338.274889351655809690,344786,3840,116632446.00,40492,11.74,12.45,7.70
10-November-2020,333.10,337.50,330.30,334.75,334.113785222731509262,313292,4059,104675176.00,64479,20.58,7.20,1.65
9-November-2020,327.20,334.15,326.30,333.25,331.225554715525945921,197083,2888,65278926.00,30040,15.24,7.85,6.05
6-November-2020,325.60,330.45,322.35,326.30,326.078769207363456564,236628,2372,77159367.00,32176,13.60,8.10,0.70
5-November-2020,320.00,328.85,317.80,327.60,324.321226057388879375,204395,2543,66289637.00,32678,15.99,11.05,7.60
4-November-2020,315.90,318.80,311.75,317.75,315.544181643965052600,601132,4846,189683705.00,368366,61.28,7.05,1.85
3-November-2020,309.55,315.90,309.55,314.45,313.772320906787226793,402123,5179,126175067.00,174074,43.29,6.35,4.90
2-November-2020,310.50,311.50,306.65,309.45,309.924360746856807997,1139924,6625,353290217.00,873886,76.66,4.85,-1.05
30-October-2020,306.00,312.80,304.00,308.90,308.422840120885686822,230962,3187,71233956.00,34786,15.06,8.80,2.90
29-October-2020,304.70,308.35,299.75,306.90,304.348641895213814705,197297,2548,60047074.00,25849,13.10,8.60,2.20
28-October-2020,308.20,315.00,304.00,305.70,309.373931026854584723,687108,4994,212573303.00,454441,66.14,11.00,-2.50
27-October-2020,308.25,312.35,303.35,308.95,308.733491364713850321,186039,2494,57436470.00,25129,13.51,9.00,0.70
26-October-2020,318.70,318.70,304.40,308.15,308.923478889743805854,367807,5143,113624218.00,65507,17.81,14.30,-10.55
23-October-2020,326.00,327.15,319.75,321.05,323.265423449336552290,270481,3559,87437155.00,64670,23.91,7.40,-4.95
22-October-2020,322.80,326.95,319.40,325.75,323.415175008232726623,179163,2341,57944033.00,23343,13.03,7.55,2.95
21-October-2020,319.30,324.30,314.80,322.85,321.150354797624758092,423199,5371,135910509.00,85208,20.13,9.50,3.55
20-October-2020,313.10,319.65,308.45,318.75,316.423535465916898812,347841,4717,110065079.00,66994,19.26,11.20,5.65
19-October-2020,313.60,318.00,307.85,313.55,314.099521330869456865,425346,5641,133600975.00,38017,8.94,10.15,-0.05
16-October-2020,292.80,312.50,291.00,310.90,301.967986669109500004,573105,6190,173059363.00,83546,14.58,21.50,18.10
15-October-2020,291.00,297.60,289.25,291.35,292.204232189482434616,623129,5848,182080931.00,259422,41.63,8.35,0.35
14-October-2020,288.65,291.95,285.70,290.65,288.720907470199601496,200249,1753,57816073.00,26387,13.18,6.25,2.00
13-October-2020,284.25,291.00,284.10,289.85,287.880246877360773930,272686,3030,78500913.00,62669,22.98,6.90,5.60
12-October-2020,293.25,294.80,279.45,285.20,284.863901634525889518,306205,3540,87226751.00,35640,11.64,15.35,-8.05
9-October-2020,289.10,298.35,289.10,292.05,293.591237331574533056,385111,3720,113065215.00,125208,32.51,9.25,2.95
8-October-2020,291.45,298.35,287.70,292.95,291.936445814821109195,617835,5170,180368554.00,293539,47.51,10.65,1.50
7-October-2020,291.15,293.70,287.30,291.30,290.117080176856571573,177545,1657,51508837.00,17603,9.91,6.40,0.15
6-October-2020,293.30,295.00,286.80,291.15,290.239748209366867388,1156993,7784,335805357.00,866539,74.90,8.20,-2.15
5-October-2020,283.20,291.80,282.55,289.55,287.827695898395848636,675248,6275,194355076.00,378413,56.04,9.25,6.35
1-October-2020,280.00,286.60,278.50,282.05,285.408783989705732958,442965,1313,126426102.00,314955,71.10,8.10,2.05
30-September-2020,284.65,284.80,275.05,277.70,279.283164838634872235,202677,1870,56604274.00,26724,13.19,9.75,-6.95
29-September-2020,276.40,286.60,276.10,284.05,281.900527866826514283,757388,4407,213508077.00,304656,40.22,10.50,7.65
28-September-2020,269.35,278.60,269.35,277.10,273.795833092081137938,518130,5997,141861835.00,245824,47.44,9.25,7.75
25-September-2020,259.05,270.35,258.80,268.35,264.816966387345824310,191178,2113,50627178.00,26442,13.83,11.55,9.30
24-September-2020,264.00,264.80,257.70,258.70,261.357592753274721139,382628,2691,100002733.00,225884,59.03,7.10,-5.30
23-September-2020,273.00,273.00,263.80,268.05,266.135915002809200761,357753,4046,95210922.00,175558,49.07,9.20,-4.95
22-September-2020,266.50,275.05,262.80,271.80,268.703681879480785767,417477,4993,112177607.00,65103,15.59,12.25,5.30
